grouping_key,clube_id,nome,slug,apelido,atleta_id,rodada_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,RB,FC,GC,CA,CV,SG,DD,DP,GS,FS,PI,A,FT,FD,FF,G,I,PP
Bahia,265,Gabriel Novaes Fernandes,gabriel-novaes,Gabriel Novaes,109639,25,5,6,0.2,2.55,-0.25,0.8,2,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Bahia,265,Lucimário Bezerra da Silva,lucimario,Lucimário,104129,25,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Vinícius de Azevedo Barcellos,vinicius-barcellos,Vinícius Barcellos,110672,25,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Anderson Vieira Martins,anderson-martins,Anderson Martins,52618,25,3,2,0.4,4.61,-0.07,0.77,4,0,5,0,1,0,1,0,0,0,2,4,0,0,0,0,0,0,0
Bahia,265,Matheus Bahia Santos,matheus-bahia,Matheus Bahia,97899,25,2,6,2,1.43,-0.54,2.76,5,0,9,0,1,0,0,0,0,0,4,29,1,0,2,1,0,0,0
Bahia,265,João Vitor Cézar do Prado,joao-vitor,João Vitor,109261,25,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Hélio Júnior Rossi Francino,helio-junior,Hélio Júnior,104622,25,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Jaques Bonfim Nazaré Neto,jaques,Jaques,104128,25,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Thiago Eduardo de Andrade,thiago-andrade,Thiago Andrade,109404,25,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Ramon Rodrigo de Carvalho,ramon,Ramon,103515,25,4,7,0,0.82,0,-0.25,4,0,4,0,1,0,0,0,0,0,3,7,0,0,1,0,0,0,0
Bahia,265,Mateus Eduardo Claus,mateus-claus,Mateus Claus,90590,25,1,6,0,3.77,0,7.9,2,0,0,0,0,0,0,6,0,4,0,2,0,0,0,0,0,0,0
Bahia,265,Edson Fernando da Silva Gomes,edson,Edson,105901,25,4,7,0,0.8,0,0.81,8,0,3,0,2,0,0,0,0,0,11,33,0,0,0,1,0,0,0
Bahia,265,Edilson Matos dos Santos Júnior,edilson,Edilson,109406,25,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Jeferson Douglas dos Santos Souza,jeferson-douglas,Jeferson Douglas,109405,25,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Everson Bispo Pereira,everson,Everson,91929,25,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Fabrício Oliveira de Souza,fabricio,Fabrício,104588,25,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,João Pedro Sacramento da Silva,joao-pedro-silva,João Pedro Silva,109464,25,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Douglas do Espírito Santo Torres,douglas-borel,Douglas Borel,104634,25,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Patrick de Lucca Chaves de Oliveira,patrick-de-lucca,Patrick de Lucca,105294,25,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Elias Mendes Trindade,elias,Elias,54395,25,4,6,0,5.94,0,-0.51,8,0,17,0,3,0,0,0,0,0,4,28,0,0,0,4,0,0,0
Bahia,265,Juan Pablo Ramírez Velásquez,juan-ramirez,Juan Ramírez,97062,25,5,7,-3,0.78,-1.22,-3,1,0,6,0,1,0,0,0,0,0,1,5,0,0,1,1,0,0,0
Bahia,265,Matheus Henrique Teixeira,matheus-teixeira,Matheus Teixeira,102907,25,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,José Élber Pimentel da Silva,elber,Élber,74140,25,5,7,0,8.65,0,3.63,17,0,8,0,0,0,0,0,0,0,36,87,2,1,8,8,2,7,0
Bahia,265,Elton Júnior Melo Ataíde,elton,Elton,71719,25,4,6,0,3.66,0,1.3,3,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Bahia,265,Anderson Pedro Nunes da Silva Campos,anderson,Anderson,38001,25,1,6,0,0.82,0,-1.04,5,0,0,0,0,0,0,5,0,11,1,37,0,0,0,0,0,0,0
Bahia,265,Ernando Rodrigues Lopes,ernando,Ernando,49651,25,3,7,-0.6,5.27,-0.64,1.94,15,0,14,0,0,0,2,0,0,0,4,47,1,0,3,3,1,0,0
Bahia,265,Severino do Ramo Clementino da Silva,nino-paraiba,Nino Paraíba,68808,25,2,2,0.9,7.63,-0.11,2.58,17,0,16,0,2,0,2,0,0,0,14,140,2,0,3,2,0,1,0
Bahia,265,Douglas Alan Schuck Friedrich,douglas-friedrich,Douglas Friedrich,78584,25,1,7,1.7,8.9,0.26,3.14,15,0,0,0,0,0,3,18,0,17,3,74,0,0,0,0,0,0,0
Bahia,265,Rosicley Pereira da Silva,rossi,Rossi,81798,25,5,6,0.3,5.15,-0.05,1.65,18,0,11,0,3,0,0,0,0,0,22,116,0,0,6,7,2,2,0
Bahia,265,José Carlos Cracco Neto,zeca,Zeca,87192,25,2,6,0.7,4.6,-1.43,2.39,7,0,3,0,1,0,1,0,0,0,0,22,0,0,1,4,1,0,0
Bahia,265,João Pedro Maturano dos Santos,joao-pedro,João Pedro ,89273,25,2,6,0,4.26,0,-0.8,1,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Bahia,265,Clayson Henrique da Silva Vieira,clayson,Clayson,83817,25,5,6,1,5.08,-1,2.54,14,0,13,0,2,0,0,0,0,0,16,71,1,0,6,8,3,3,1
Bahia,265,Daniel Sampaio Simões,daniel,Daniel,93791,25,4,6,0,4.51,0,2.37,17,0,11,0,3,0,0,0,0,0,23,69,1,1,2,5,3,0,0
Bahia,265,Ronaldo da Silva Souza,ronaldo,Ronaldo,92981,25,4,6,4.4,3.7,0.59,1.63,12,0,24,0,4,0,0,0,0,0,11,41,1,0,0,4,0,0,0
Bahia,265,Luis Antônio da Rocha Júnior,juninho-capixaba,Juninho Capixaba,94968,25,2,7,0,8.34,0,3.4,13,0,16,0,1,0,3,0,0,0,16,129,1,0,2,4,0,1,0
Bahia,265,Marco Antônio Rosa Furtado Júnior,marco-antonio,Marco Antônio,94975,25,4,6,0,3.34,0,1.84,12,0,6,0,1,0,0,0,0,0,16,36,1,0,3,2,1,1,0
Bahia,265,Gregore de Magalhães da Silva,gregore,Gregore,95464,25,4,7,-4.1,4.93,-1.28,1.08,17,0,51,0,8,1,0,0,0,0,13,90,2,0,4,7,0,0,0
Bahia,265,Luis Antônio Venker de Menezes,mano-menezes,Mano Menezes,37281,25,6,7,1.16,6.86,-0.11,2.8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Danilo Carvalho Barcelos,danilo-barcelos,Danilo Barcelos,84382,25,2,6,0,2.28,0,0.23,14,0,37,0,4,1,3,0,0,0,2,195,1,0,2,3,1,1,0
Fluminense,266,Anderson Luiz de Carvalho,nene,Nenê,38913,25,4,6,3.9,13.16,-0.43,5.03,20,0,10,0,2,0,0,0,0,0,36,206,1,0,9,19,8,0,1
Fluminense,266,Marcos Paulo Costa do Nascimento,marcos-paulo,Marcos Paulo,103645,25,5,6,2.4,6.34,-3.48,2.68,21,0,9,0,0,0,0,0,0,0,6,63,3,0,4,6,3,1,0
Fluminense,266,Wanderson Felippe Cardoso dos Santos,felippe-cardoso,Felippe Cardoso,100963,25,5,6,0,1.75,0,0.54,15,0,18,0,2,0,0,0,0,0,10,27,0,0,5,4,1,7,0
Fluminense,266,Caio Fernando de Oliveira,caio-paulista,Caio Paulista,102318,25,5,6,-1.2,3.6,-0.54,2.2,15,0,10,0,1,0,0,0,0,0,12,43,1,0,2,4,2,3,0
Fluminense,266,Michel Daryl Araújo Villar,michel-araujo,Michel Araújo ,107173,25,4,6,3.6,6.87,-0.51,3.13,18,0,25,0,5,0,0,0,0,0,55,77,0,1,8,15,1,1,0
Fluminense,266,Hudson Rodrigues dos Santos,hudson,Hudson,50324,25,4,6,2.1,5.62,0.47,1.88,16,0,30,1,2,1,0,0,0,0,17,63,2,0,4,3,0,3,0
Fluminense,266,Igor de Carvalho Julião,igor-juliao,Igor Julião,81951,25,2,6,5.5,5.11,-0.3,2.94,17,0,39,0,5,0,4,0,0,0,30,113,3,0,1,7,0,2,0
Fluminense,266,Frederico Chaves Guedes,fred,Fred,38162,25,5,6,-0.2,3.2,-0.2,1.92,13,0,15,0,3,0,0,0,0,0,21,44,2,0,4,2,2,2,0
Fluminense,266,Matheus Ferraz Pereira,matheus-ferraz,Matheus Ferraz,38632,25,3,6,0.5,4.96,0.01,3.08,5,0,5,0,2,0,2,0,0,0,1,14,1,0,1,2,0,0,0
Fluminense,266,Muriel Gustavo Becker,muriel,Muriel,69041,25,1,6,0,4.62,0,2.36,19,0,0,0,0,0,4,19,0,20,6,140,0,0,0,0,0,0,0
Fluminense,266,Wellington Alves da Silva,wellington-silva,Wellington Silva,68895,25,5,6,7.6,5.14,1.21,2.36,17,0,11,0,6,0,0,0,0,0,31,42,1,0,1,5,3,2,0
Fluminense,266,Marcos Felipe de Freitas Monteiro,marcos-felipe,Marcos Felipe ,85004,25,1,6,0.7,1.18,0.39,1.12,6,0,0,0,0,0,1,4,0,7,1,58,1,0,0,0,0,0,0
Fluminense,266,Luccas Claro dos Santos,luccas-claro,Luccas Claro,73465,25,3,5,-1.7,5.7,-0.48,2.68,19,0,11,0,0,0,4,0,0,0,13,102,0,0,1,4,1,3,0
Fluminense,266,Egídio de Araújo Pereira Júnior,egidio,Egídio,42145,25,2,6,4.4,9.6,0.17,4.19,13,0,17,0,1,0,1,0,0,0,10,173,3,0,5,1,0,1,0
Fluminense,266,Yuri Oliveira Lima,yuri-lima,Yuri Lima,90569,25,4,6,-2.2,1.17,-1.02,0.84,11,0,19,0,3,0,0,0,0,0,6,33,0,0,3,3,0,0,0
Fluminense,266,Marcílio Florêncio Mota Filho,nino,Nino,91708,25,3,6,0,5.83,0,3.33,19,0,14,0,2,0,3,0,0,0,29,77,0,0,0,4,2,0,0
Fluminense,266,Yago Felipe da Costa Rocha,yago-felipe,Yago Felipe,87747,25,4,6,0.4,3.79,-0.02,1.94,17,0,21,0,3,0,0,0,0,0,21,58,0,0,3,6,1,1,0
Fluminense,266,Wesley Frazan Bernardo,frazan,Frazan,97528,25,3,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Douglas Moreira Fagundes,dodi,Dodi,89883,25,4,6,0,11.12,0,4.12,19,0,23,0,3,0,0,0,0,0,34,58,0,0,4,10,1,0,0
Fluminense,266,Fernando José Pacheco Rivas,fernando-pacheco,Fernando Pacheco,98740,25,5,6,0,2.6,0,0.6,11,0,8,0,1,0,0,0,0,0,9,27,0,1,1,2,0,4,0
Fluminense,266,Matheus Antonio Souza dos Santos,matheus-pato,Matheus Pato,92290,25,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Paulo Henrique Chagas de Lima,ganso,Ganso,62977,25,4,6,-0.1,4.35,-0.17,1.77,17,0,8,0,2,0,0,0,0,0,8,54,2,0,2,4,1,0,0
Fluminense,266,Miguel Silveira dos Santos,miguel,Miguel,105612,25,4,6,0,1.78,0,0.4,3,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
Fluminense,266,Luan de Freitas Molarinho Chagas,luan,Luan,105807,25,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,André Trindade da Costa Neto,andre,André,107498,25,4,6,0.5,0.84,0.05,0.37,6,0,5,0,2,0,0,0,0,0,3,8,0,0,0,0,0,0,0
Fluminense,266,Luiz Henrique André Rosa da Silva,luiz-henrique,Luiz Henrique,109282,25,5,6,0,2.47,0,1.9,17,0,9,0,0,0,0,0,0,0,5,36,1,0,2,9,1,3,0
Fluminense,266,Matheus Martinelli Lima,martinelli,Martinelli,109573,25,4,5,0,1.19,0,2.1,2,0,5,0,1,0,0,0,0,0,3,10,0,0,1,0,0,0,0
Fluminense,266,John Kennedy Batista de Souza,john-kennedy,John Kennedy,110759,25,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Pedro Felipe De Faria Rangel,pedro-rangel,Pedro Rangel,110708,25,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,João Vitor Lopes da Silva,joao-lopes,João Lopes,105629,25,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Daniel Lima de Castro,daniel,Daniel,107370,25,2,6,0,1.02,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Guilherme Henrique da Silva,guilherme,Guilherme,109689,25,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Paulo Victor da Costa Miranda Alves,paulo-victor,Paulo Victor,107373,25,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Christian Henrique Mora De Oliveira Silva,christian,Christian,110210,25,5,6,0,0.78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Higor Gabriel Fernandes Alves,higor,Higor,107371,25,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Wisney Junio Dias Carvalho,wisney,Wisney,107374,25,2,6,0,2.64,0,2.45,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Fluminense,266,Gabriel Teixeira Aragão,gabriel-teixeira,Gabriel Teixeira,110760,25,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Lucca Borges Brito,lucca,Lucca,61149,25,5,6,0,4.77,0,2.96,5,0,5,0,0,0,0,0,0,0,8,11,0,0,2,0,1,2,0
Fluminense,266,Denilson Rodrigues Roldão,denilson,Denilson,104025,25,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Lucas Felipe Calegari,calegari,Calegari,104276,25,2,6,0,6.21,0,6.18,10,0,10,0,0,0,2,0,0,0,27,80,0,0,2,3,0,1,0
Fluminense,266,Marco Aurélio de Oliveira Breves,marcao,Marcão,73476,25,6,6,2.38,8.98,-1.03,2.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Mateus Nascimento Soares,nascimento,Nascimento,107372,25,4,6,0,1.31,0,2.8,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Vasco,267,Germán Ezequiel Cano,cano,Cano,79631,25,5,7,12.6,14.84,0.99,5.87,19,0,18,0,0,0,0,0,0,0,13,47,0,1,13,10,11,7,0
Vasco,267,Fernando Miguel Kaufmann,fernando-miguel,Fernando Miguel,71571,25,1,7,1.8,7.95,1.56,1.99,20,0,0,0,0,0,5,18,2,29,4,149,0,0,0,0,0,0,0
Vasco,267,Glaybson Yago Souza Lisboa,yago-pikachu,Yago Pikachu,80196,25,2,6,0,6.73,0,2.38,13,0,14,0,3,0,3,0,0,0,21,90,0,1,2,5,0,2,0
Vasco,267,Andrey Ramos do Nascimento,andrey,Andrey,93787,25,4,7,0,6.46,0,3.11,15,0,34,0,6,1,0,0,0,0,30,65,2,0,4,3,0,0,0
Vasco,267,Marcos Antônio Cândido Ferreira Júnior,marcos-junior,Marcos Júnior,93893,25,4,7,4.3,4.05,0.62,2.33,13,0,12,0,0,0,0,0,0,0,15,37,1,0,0,2,0,0,0
Vasco,267,Vinícius dos Santos de Oliveira Paiva,vinicius,Vinícius,105998,25,5,2,1,2.84,-0.24,0.7,12,0,5,0,1,0,0,0,0,0,9,29,0,0,2,1,1,4,0
Vasco,267,Talles Magno Bacelar Martins,talles-magno,Talles Magno,105786,25,5,3,0.4,9.66,-0.18,3.49,19,0,18,0,3,1,0,0,0,0,47,83,2,2,4,12,2,4,0
Vasco,267,Ricardo Queiroz de Alencastro Graça,ricardo,Ricardo,99881,25,3,6,0,6.91,0,2.57,14,0,10,0,2,0,4,0,0,0,7,39,0,0,1,4,0,0,0
Vasco,267,Henrique Silva Milagres,henrique,Henrique,84893,25,2,7,-0.8,5.74,-0.68,1.57,16,0,27,0,5,0,3,0,0,0,15,96,0,0,2,0,0,3,0
Vasco,267,Martín Nicolás Benítez,benitez,Benítez,93550,25,4,7,4.4,9.36,0.51,3.49,17,0,19,0,3,0,0,0,0,0,38,151,1,0,8,10,1,2,0
Vasco,267,Gabriel Fortes Chaves,gabriel-pec,Gabriel Pec,106199,25,4,6,0,2.42,0,0.76,5,0,6,0,2,0,0,0,0,0,7,13,0,0,1,3,0,0,0
Vasco,267,Tiago Rodrigues dos Reis,tiago-reis,Tiago Reis,104678,25,5,6,0,2.3,0,-0.45,4,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0
Vasco,267,Fellipe Ramos Ignez Bastos,fellipe-bastos,Fellipe Bastos,70116,25,4,6,0,8.69,0,3.28,14,0,23,0,4,0,0,0,0,0,5,56,0,1,3,5,4,0,0
Vasco,267,Werley Ananias da Silva,werley,Werley,62974,25,3,6,0,4.16,0,5.6,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
Vasco,267,Lucas Ribamar Lopes dos Santos Bibiano,ribamar,Ribamar,94068,25,5,2,0,4.23,-0.12,1.77,14,0,11,0,1,0,0,0,0,0,7,17,0,0,3,3,3,5,0
Vasco,267,Lucas Santos da Silva,lucas-santos,Lucas Santos,101718,25,4,6,0,0.99,0,-1,3,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Vasco,267,Leandro Castan da Silva,leandro-castan,Leandro Castan,38505,25,3,7,-1.6,11.51,-0.48,2.39,15,0,17,0,2,0,3,0,0,0,15,62,0,0,1,1,0,0,0
Vasco,267,Ulisses Wilson Jeronymo Rocha ,ulisses,Ulisses,101647,25,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco,267,Matheus dos Santos Miranda,miranda,Miranda,101720,25,3,6,0,3.34,0,1.56,17,0,18,0,1,0,2,0,0,0,11,91,0,0,0,1,0,0,0
Vasco,267,Vivaldo Borges dos Santos Neto,neto-borges,Neto Borges,106411,25,2,3,1.5,4.31,0.14,2.82,13,0,14,0,3,0,3,0,0,0,14,71,1,0,3,2,0,1,0
Vasco,267,Breno Vinícius Rodrigues Borges,breno,Breno,50408,25,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco,267,Ramon de Morais Motta ,ramon,Ramon,68896,25,2,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco,267,Marcelo Alves Santos,marcelo-alves,Marcelo Alves,104050,25,3,2,0,2.05,0,2.73,6,0,8,0,0,0,2,0,0,0,2,16,0,0,0,0,0,0,0
Vasco,267,Leonardo Roque Albano Gil,leo-gil,Léo Gil,102506,25,4,3,3.1,5.72,-0.28,3.08,7,0,11,0,3,0,0,0,0,0,14,47,3,0,2,3,0,0,0
Vasco,267,Carlos Vinícius Santos de Jesus,carlinhos,Carlinhos,87273,25,4,6,0.3,3.82,-0.19,1.35,15,0,11,0,0,0,0,0,0,0,14,61,1,0,1,7,0,0,0
Vasco,267,Andrey Nascimento dos Santos,andrey-dos-santos,Andrey dos Santos,109591,25,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco,267,Alexander Silva de Lucena,alexander,Alexander,105553,25,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco,267,Ygor de Oliveira Ferreira,ygor-catatau,Ygor Catatau,100977,25,5,6,0,2.39,0,1.64,10,0,6,0,1,0,0,0,0,0,8,25,1,0,0,3,1,1,0
Vasco,267,Cayo Henrique Nascimento Ferreira,cayo-tenorio,Cayo Tenório,107367,25,2,6,0,3.86,0,3.06,8,0,8,0,3,0,3,0,0,0,14,33,1,0,1,2,0,0,0
Vasco,267,Riquelme Carvalho Araújo Viana,riquelme,Riquelme,105566,25,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco,267,Lucas Alexandre Galdino de Azevedo,lucao,Lucão,106160,25,1,6,0,0.76,0,-2.2,2,0,0,0,0,0,0,2,0,5,0,24,0,0,0,0,0,0,0
Vasco,267,Toko Filipe Batucissa António,toko-filipe,Toko Filipe,110557,25,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco,267,Kaio Magno Bacelar Martins,kaio-magno,Kaio Magno,106200,25,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco,267,Bruno Gomes da Silva Clevelário,bruno-gomes,Bruno Gomes,106202,25,4,6,0,2.66,0,0.57,10,0,15,0,2,2,0,0,0,0,20,36,0,0,1,2,0,0,0
Vasco,267,Jadson Cristiano Silva de Morais,jadson,Jadson,90428,25,3,2,0.7,4.54,-0.38,2.67,3,0,1,0,2,0,1,0,0,0,1,8,0,0,0,1,0,0,0
Vasco,267,Alexandre de Almeida da Silva Júnior,juninho,Juninho,107677,25,4,6,0,3.04,0,1.77,6,0,0,0,0,0,0,0,0,0,3,17,1,0,0,1,0,0,0
Vasco,267,Leonardo de Matos Cruz,leo-matos,Léo Matos,37866,25,2,7,-0.8,4.64,-0.51,1.22,6,0,11,0,4,0,1,0,0,0,5,60,0,0,2,3,1,1,0
Vasco,267,Ricardo Manuel Andrade Silva Sá Pinto,ricardo-sa-pinto,Ricardo Sá Pinto,79658,25,6,7,2.29,7.57,0.25,2.48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco,267,Gustavo Adolfo Torres Grueso,gustavo-torres,Gustavo Torres,101413,25,5,7,-1.7,4.11,-0.28,1.18,6,0,10,0,1,0,0,0,0,0,3,23,1,0,2,5,0,1,0
Palmeiras,275,Luiz Adriano de Souza da Silva,luiz-adriano,Luiz Adriano,72772,25,5,6,0,11.27,0,4.42,16,0,16,0,1,0,0,0,0,0,15,40,1,0,5,6,7,1,1
Palmeiras,275,Willian Gomes de Siqueira,willian,Willian,42116,25,5,7,12,11.85,0.7,3.67,21,0,14,0,0,0,0,0,0,0,20,38,2,0,6,13,6,8,1
Palmeiras,275,Felipe Melo de Carvalho,felipe-melo,Felipe Melo,38545,25,3,5,0,7.76,0,3.73,8,0,9,0,3,0,3,0,0,0,8,35,0,0,0,1,0,0,0
Palmeiras,275,José Rafael Vivian,ze-rafael,Zé Rafael,82455,25,4,2,0,9.7,0,2.83,18,0,35,0,5,2,0,0,0,0,34,64,3,0,4,9,2,0,0
Palmeiras,275,Gustavo Raúl Gómez Portillo,gustavo-gomez,Gustavo Gómez,71684,25,3,7,5.9,12.03,0.25,3.49,15,0,19,0,3,1,6,0,0,0,14,47,1,0,2,4,1,8,0
Palmeiras,275,Weverton Pereira da Silva,weverton,Weverton,71631,25,1,7,12.5,9.67,2.46,2.03,19,0,0,0,0,0,7,13,0,17,1,156,0,0,0,0,0,0,0
Palmeiras,275,Lucas Rafael Araújo Lima,lucas-lima,Lucas Lima,80583,25,4,6,0,4.41,0,1.08,18,0,21,0,5,0,0,0,0,0,26,127,1,1,5,4,0,1,0
Palmeiras,275,Marcos Luis Rocha Aquino,marcos-rocha,Marcos Rocha,63013,25,2,2,2.4,7.72,0,2.79,14,0,16,0,2,0,4,0,0,0,12,119,0,0,0,1,0,0,0
Palmeiras,275,Luan Garcia Teixeira,luan,Luan,80692,25,3,7,6.4,6.43,0.84,2.7,18,0,11,0,4,0,7,0,0,0,11,66,0,0,0,4,0,2,0
Palmeiras,275,Fabricio do Nascimento Biato,fabricio,Fabrício,103765,25,5,6,0,1.54,0,1.6,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0
Palmeiras,275,Emerson Raymundo Santos,emerson-santos,Emerson Santos,86972,25,3,6,6,4.25,1.24,2.35,6,0,7,0,2,0,3,0,0,0,5,31,0,0,1,0,0,0,0
Palmeiras,275,Gustavo Henrique Furtado Scarpa,gustavo-scarpa,Gustavo Scarpa,87999,25,4,7,2.4,6,-0.34,1.9,13,0,8,0,2,0,0,0,0,0,9,77,2,1,7,8,0,0,0
Palmeiras,275,Raphael Cavalcante Veiga,raphael-veiga,Raphael Veiga,94509,25,4,7,14.2,11.47,0.78,6.1,15,0,16,0,1,0,0,0,0,0,23,86,1,0,6,11,8,1,0
Palmeiras,275,Ronielson da Silva Barbosa,rony,Rony,91607,25,5,6,8.4,10.91,-0.86,3.49,16,0,31,0,2,0,0,0,0,0,25,67,0,0,10,12,4,8,0
Palmeiras,275,Luan Silva dos Santos,luan-silva,Luan Silva,102295,25,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palmeiras,275,Gabriel Veron Fonseca de Souza,gabriel-veron,Gabriel Veron,103764,25,5,7,0,5.81,0,3.13,13,0,14,0,1,0,0,0,0,0,12,41,1,0,2,3,3,2,0
Palmeiras,275,Jailson Marcelino dos Santos,jailson,Jailson,72290,25,1,6,0,3.32,0,-0.4,4,0,0,0,1,0,1,2,0,5,0,26,0,0,0,0,0,0,0
Palmeiras,275,Renan Victor da Silva,renan,Renan,109963,25,2,6,0,1.01,0,2.07,3,0,8,0,1,0,1,0,0,0,2,18,0,0,0,0,0,0,0
Palmeiras,275,Gabriel Silva Vieira,gabriel-silva,Gabriel Silva,103766,25,4,6,1.6,0.91,0.12,0.12,7,0,5,0,1,0,0,0,0,0,1,7,0,0,0,5,0,1,0
Palmeiras,275,Vinicius Silvestre da Costa,vinicius-silvestre,Vinicius Silvestre,85083,25,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palmeiras,275,Lucas Esteves de Souza,esteves,Esteves,100846,25,2,6,0,1.4,0,-0.57,3,0,4,0,1,0,0,0,0,0,2,17,0,0,0,0,0,0,0
Palmeiras,275,Matías Nicolás Viña Susperreguy,vina,Viña,98974,25,2,7,6.4,9.5,0.98,5.44,15,0,17,0,3,0,6,0,0,0,21,117,2,0,2,5,0,2,0
Palmeiras,275,Patrick de Paula Carreiro,patrick-de-paula,Patrick de Paula,107172,25,4,5,0,7.17,0,4,17,0,22,0,1,0,0,0,0,0,21,90,1,1,8,11,2,0,0
Palmeiras,275,Wesley Ribeiro Silva,wesley,Wesley,105811,25,5,5,0,6.73,0,4.59,13,0,16,0,2,0,0,0,0,0,22,49,2,2,9,11,2,4,0
